ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country,matrix
18998,Black-tailed godwit samples GC,Blank Sample,Procedural blank for NIOZ,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.77557,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,71,,Netherlands,biota
18999,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 11,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,75,,Netherlands,biota
19000,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 10,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,73,,Netherlands,biota
19001,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 9,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,70,,Netherlands,biota
19002,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 8,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,71,,Netherlands,biota
19003,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 7,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,73,,Netherlands,biota
19004,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 6,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,71,,Netherlands,biota
19005,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 5,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,70,,Netherlands,biota
19006,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 4,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,71,,Netherlands,biota
19007,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 3,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,70,,Netherlands,biota
19008,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 2,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,69,,Netherlands,biota
19009,Black-tailed godwit samples GC,Real Sample,Black-tailed godwit liver from the Netherlands NIOZ 1,"Wed, 01/01/2020 - 22:00","Wed, 11/27/2019 - 22:00",Instrument setup: Submission #16,Amsterdam,Netherlands,52.368112,4.7755701,1,Wet weight,Limosa limosa,,,Netherlands,1,Terrestrial environment,,,,Bird (22511),Liver,70,,Netherlands,biota
