ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
20089,EMBLAS-Plus,Blank Sample,Blank EMBLAS-Plus for Biota 16-20,"Thu, 08/08/2019 - 22:00","Thu, 07/04/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Gelendzhik,Russia,44.57,38.07,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Other,,,Russia
20090,EMBLAS-Plus,Blank Sample,Blank EMBLAS-Plus for Biota 16-20,"Thu, 08/08/2019 - 22:00","Thu, 07/04/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Gelendzhik,Russia,44.57,38.07,1,Dry weight,,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Other,,,Russia
20091,EMBLAS-Plus,Real Sample,Muscle from fish horse mackerel (Biota 20),"Thu, 08/08/2019 - 22:00","Thu, 07/04/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Anapa,Russia,44.898,37.304,1,Dry weight,Horse mackerel,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Russia
20092,EMBLAS-Plus,Real Sample,Muscle from fish horse mackerel (Biota 20),"Thu, 08/08/2019 - 22:00","Thu, 07/04/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Anapa,Russia,44.898,37.304,1,Dry weight,Horse mackerel,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Russia
20093,EMBLAS-Plus,Real Sample,Mussel mytilus galloprovincialis (Biota 19),"Sun, 08/18/2019 - 22:00","Sun, 07/14/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Sochi,Russia,43.58093,39.71625,1,Dry weight,Mytilus galloprovincialis,,,Black Sea,,Marine environment,,Black Sea,,Other (22510),Soft body,,,Russia
20094,EMBLAS-Plus,Real Sample,Mussel mytilus galloprovincialis (Biota 19),"Sun, 08/18/2019 - 22:00","Sun, 07/14/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Sochi,Russia,43.58093,39.71625,1,Dry weight,Mytilus galloprovincialis,,,Black Sea,,Marine environment,,Black Sea,,Other (22510),Soft body,,,Russia
20095,EMBLAS-Plus,Real Sample,Muscle from fish turbot (Scophthalmus) (Biota 18),"Thu, 08/08/2019 - 22:00","Thu, 07/04/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Anapa,Russia,44.89898,37.30447,1,Dry weight,Turbot (Scophthalmus),,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Russia
20096,EMBLAS-Plus,Real Sample,Muscle from fish turbot (Scophthalmus) (Biota 18),"Thu, 08/08/2019 - 22:00","Thu, 07/04/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Anapa,Russia,44.89898,37.30447,1,Dry weight,Turbot (Scophthalmus),,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Russia
20097,EMBLAS-Plus,Real Sample,Muscle from fish symphodus tinca (Biota 17),"Wed, 08/14/2019 - 22:00","Wed, 07/10/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Gelendzhik,Russia,44.576511,37.977939,1,Dry weight,Symphodus tinca,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Russia
20098,EMBLAS-Plus,Real Sample,Muscle from fish symphodus tinca (Biota 17),"Wed, 08/14/2019 - 22:00","Wed, 07/10/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Gelendzhik,Russia,44.576511,37.977939,1,Dry weight,Symphodus tinca,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Russia
20099,EMBLAS-Plus,Real Sample,Muscle from fish scorpaena porcus (Biota 16),"Wed, 08/14/2019 - 22:00","Wed, 07/10/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Gelendzhik,Russia,44.5765209,37.9780177,1,Dry weight,Scorpaena porcus,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Russia
20100,EMBLAS-Plus,Real Sample,Muscle from fish scorpaena porcus (Biota 16),"Wed, 08/14/2019 - 22:00","Wed, 07/10/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Gelendzhik,Russia,44.5765209,37.9780177,1,Dry weight,Scorpaena porcus,,,Black Sea,,Marine environment,,Black Sea,,Fish (22486),Muscel,,,Russia
